驗證Key,日期,最新時間,代號,名稱,股票型態,目前狀態,目前決策,結果分類,盤後驗證結果,驗證狀態,驗證時間,首次價格,驗證價格,目前報酬%,驗證報酬%,最高報酬%,最大回撤%,驗證最高報酬%,驗證最大回撤%,AI總分,風險分,左側低吸分,盤中資金分,漲停前兆分,即時入場分,左側試單價,防守停損,右側加碼價,追價上限,停損距離%,資料來源,同步來源,狀態歷程
2026-06-12_1519,2026-06-12,18:47:01,1519,華城,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,791.0,791.0,0.0,0.0,0,0,0,0,50.0,30.0,60.3,64.3,18.6,52.4,783.00,771.25,813.00,805.24,2.5,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6451,2026-06-12,18:47:01,6451,訊芯-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,502.0,502.0,0.0,0.0,0,0,0,0,50.0,30.0,64.0,57.0,4.0,48.1,500.00,492.50,530.00,511.04,1.89,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6415,2026-06-12,18:47:01,6415,矽力*-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,487.0,487.0,0.0,0.0,0,0,0,0,50.0,30.0,52.5,60.0,10.0,46.4,479.69,472.49,509.00,495.77,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_3167,2026-06-12,18:47:01,3167,大量,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,806.0,806.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,35.6,0,40.2,802.00,789.97,905.00,820.51,1.99,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_2882,2026-06-12,18:47:01,2882,國泰金,中大型資金股,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,100.5,100.5,0.0,0.0,0,0,0,0,50.0,30.0,65.0,55,0,47.0,99.70,98.20,105.50,102.31,2.29,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_009816,2026-06-12,18:47:01,009816,凱基台灣TOP50,ETF / 市場動能,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,14.9,14.9,0.0,0.0,0,0,0,0,50.0,30.0,59.9,65.2,20.4,52.9,14.84,14.62,15.19,15.17,1.88,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2367,2026-06-12,18:47:01,2367,燿華,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,62.7,62.7,0.0,0.0,0,0,0,0,50.0,30.0,65.0,43.2,0,42.9,62.70,61.76,68.80,63.83,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_0056,2026-06-12,18:47:01,0056,元大高股息,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,50.6,50.6,0.0,0.0,0,0,0,0,50.0,30.0,60.9,63.2,16.3,51.7,50.50,49.74,51.65,51.51,1.7,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6139,2026-06-12,18:47:01,6139,亞翔,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,805.0,805.0,0.0,0.0,0,0,0,0,50.0,30.0,35.1,94.9,100,70.5,792.92,781.03,811.44,819.49,2.98,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追
2026-06-12_2324,2026-06-12,18:47:01,2324,仁寶,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,36.35,36.35,0.0,0.0,0,0,0,0,50.0,30.0,63.9,57.2,4.4,48.3,36.25,35.71,38.10,37.00,1.76,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_1802,2026-06-12,18:47:01,1802,台玻,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,64.1,64.1,0.0,0.0,0,0,0,0,50.0,30.0,38.8,87.4,84.7,66.1,63.14,62.19,64.90,65.25,2.98,上市成交金額排行,GitHub Actions background v2.15.4,🔴 已過熱 / 等回測
2026-06-12_2337,2026-06-12,18:47:01,2337,旺宏,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,146.5,146.5,0.0,0.0,0,0,0,0,50.0,30.0,45.7,73.6,37.1,54.2,144.30,142.14,148.00,149.14,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2356,2026-06-12,18:47:01,2356,英業達,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,66.2,66.2,0.0,0.0,0,0,0,0,50.0,30.0,62.6,59.9,9.8,49.8,66.10,65.11,69.20,67.39,1.65,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_4938,2026-06-12,18:47:01,4938,和碩,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,93.1,93.1,0.0,0.0,0,0,0,0,50.0,30.0,65.0,45.4,0,43.6,93.10,91.70,97.00,94.78,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_6282,2026-06-12,18:47:01,6282,康舒,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,58.1,58.1,0.0,0.0,0,0,0,0,50.0,30.0,61.9,61.3,12.6,50.6,58.00,57.13,60.90,59.15,1.67,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2481,2026-06-12,18:47:01,2481,強茂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,145.0,145.0,0.0,0.0,0,0,0,0,50.0,30.0,43.3,78.4,46.7,56.9,142.82,140.68,150.50,147.61,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6442,2026-06-12,18:47:01,6442,光聖,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,1855.0,1855.0,0.0,0.0,0,0,0,0,50.0,30.0,51.2,52.7,15.4,44.4,1827.17,1799.76,1900.00,1888.39,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6213,2026-06-12,18:47:01,6213,聯茂,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,252.5,252.5,0.0,0.0,0,0,0,0,50.0,30.0,51.4,62.2,14.5,47.7,249.50,245.76,263.50,257.05,2.67,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_00918,2026-06-12,18:47:01,00918,大華優利高填息30,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,30.85,30.85,0.0,0.0,0,0,0,0,50.0,30.0,61.4,62.3,14.6,51.2,30.79,30.33,31.44,31.41,1.69,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_8028,2026-06-12,18:47:01,8028,昇陽半導體,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,315.0,315.0,0.0,0.0,0,0,0,0,50.0,30.0,46.0,72.9,35.8,53.8,310.27,305.62,328.00,320.67,2.98,上市成交金額排行,GitHub Actions background v2.15.4,👀 前兆出現
2026-06-12_2609,2026-06-12,18:47:01,2609,陽明,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,52.4,52.4,0.0,0.0,0,0,0,0,50.0,30.0,49.9,65.2,20.3,49.3,51.61,50.84,53.30,53.34,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2493,2026-06-12,18:47:01,2493,揚博,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,207.0,207.0,0.0,0.0,0,0,0,0,50.0,30.0,45.4,94.2,100,73.9,207.00,203.90,208.66,210.73,1.5,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追
2026-06-12_2486,2026-06-12,18:47:01,2486,一詮,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,251.5,251.5,0.0,0.0,0,0,0,0,50.0,30.0,59.7,65.6,21.2,53.1,249.00,245.26,259.00,256.03,2.48,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2406,2026-06-12,18:47:01,2406,國碩,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,39.0,39.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,50.9,0,45.6,38.70,38.12,43.30,39.70,2.26,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_6278,2026-06-12,18:47:01,6278,台表科,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,211.0,211.0,0.0,0.0,0,0,0,0,50.0,30.0,35.2,94.6,100,70.4,207.84,204.72,212.69,214.80,2.98,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追
2026-06-12_2412,2026-06-12,18:47:01,2412,中華電,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,145.0,145.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,55,15,50.0,143.50,141.35,146.16,147.61,2.52,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_5871,2026-06-12,18:47:01,5871,中租-KY,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,121.5,121.5,0.0,0.0,0,0,0,0,50.0,30.0,55.0,50.1,5.2,42.8,119.68,117.88,122.47,123.69,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6781,2026-06-12,18:47:01,6781,AES-KY,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,1145.0,1145.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,41.5,0,42.3,1140.00,1122.90,1190.00,1165.61,1.93,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_2451,2026-06-12,18:47:01,2451,創見,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,305.5,305.5,0.0,0.0,0,0,0,0,50.0,30.0,55.8,73.5,37.0,57.6,303.00,298.45,311.00,311.00,2.31,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_0052,2026-06-12,18:47:01,0052,富邦科技,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,59.6,59.6,0.0,0.0,0,0,0,0,50.0,30.0,60.0,65.0,19.9,52.7,59.30,58.41,60.25,60.67,2.0,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_3048,2026-06-12,18:47:01,3048,益登,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,73.0,73.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,44.3,0,43.3,72.50,71.41,77.90,74.31,2.18,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_6197,2026-06-12,18:47:01,6197,佳必琪,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,327.5,327.5,0.0,0.0,0,0,0,0,50.0,30.0,48.7,67.6,25.2,50.7,322.59,317.75,335.50,333.39,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_3026,2026-06-12,18:47:01,3026,禾伸堂,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,764.0,764.0,0.0,0.0,0,0,0,0,50.0,30.0,45.1,94.7,100,74.0,764.00,752.54,770.11,777.75,1.5,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追
2026-06-12_6155,2026-06-12,18:47:01,6155,鈞寶,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,82.0,82.0,0.0,0.0,0,0,0,0,50.0,30.0,55.0,45.0,0,40.0,80.77,79.56,89.50,83.48,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_3045,2026-06-12,18:47:01,3045,台灣大,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,119.5,119.5,0.0,0.0,0,0,0,0,50.0,30.0,64.2,56.7,3.4,48.0,118.50,116.72,120.50,121.65,2.33,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_4967,2026-06-12,18:47:01,4967,十銓,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,272.0,272.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,47.1,0,44.2,272.00,267.92,290.00,276.90,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_3006,2026-06-12,18:47:01,3006,晶豪科,動能股 / 先看資金,🔴 已過熱 / 等回測,不可追,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,217.0,217.0,0.0,0.0,0,0,0,0,50.0,30.0,52.8,79.4,48.9,61.1,215.00,211.78,221.50,220.91,2.41,上市成交金額排行,GitHub Actions background v2.15.4,🔴 已過熱 / 等回測
2026-06-12_8210,2026-06-12,18:47:01,8210,勤誠,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,1475.0,1475.0,0.0,0.0,0,0,0,0,50.0,30.0,50.1,54.7,19.4,45.6,1452.88,1431.09,1520.00,1501.55,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6443,2026-06-12,18:47:01,6443,元晶,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,41.75,41.75,0.0,0.0,0,0,0,0,50.0,30.0,56.2,72.5,35.0,57.1,41.65,41.03,43.80,42.50,1.72,上市成交金額排行,GitHub Actions background v2.15.4,👀 前兆出現
2026-06-12_3715,2026-06-12,18:47:01,3715,定穎投控,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,166.5,166.5,0.0,0.0,0,0,0,0,50.0,30.0,64.4,56.2,2.4,47.7,166.50,164.00,173.00,169.50,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2377,2026-06-12,18:47:01,2377,微星,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,136.5,136.5,0.0,0.0,0,0,0,0,50.0,30.0,60.5,64.0,18.0,52.2,136.50,134.45,143.50,138.96,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_7788,2026-06-12,18:47:01,7788,松川精密,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,266.0,266.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,47.6,0,44.4,263.00,259.06,286.00,270.79,2.61,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_3702,2026-06-12,18:47:01,3702,大聯大,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,105.0,105.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,42.1,0,42.5,104.00,102.44,111.50,106.89,2.44,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_4916,2026-06-12,18:47:01,4916,事欣科,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,107.5,107.5,0.0,0.0,0,0,0,0,50.0,30.0,65.0,30.6,0,38.4,106.50,104.90,120.50,109.44,2.42,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_2395,2026-06-12,18:47:01,2395,研華,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,473.0,473.0,0.0,0.0,0,0,0,0,50.0,30.0,61.1,52.8,15.5,48.0,469.50,462.46,481.00,481.51,2.23,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2353,2026-06-12,18:47:01,2353,宏碁,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,36.7,36.7,0.0,0.0,0,0,0,0,50.0,30.0,65.0,52.8,0,46.2,36.55,36.00,38.50,37.36,1.91,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_3034,2026-06-12,18:47:01,3034,聯詠,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,488.5,488.5,0.0,0.0,0,0,0,0,50.0,30.0,64.8,55.4,0.8,47.2,488.50,481.17,507.00,497.29,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_3376,2026-06-12,18:47:01,3376,新日興,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,200.5,200.5,0.0,0.0,0,0,0,0,50.0,30.0,65.0,49.1,0,44.9,200.50,197.49,216.50,204.11,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_2887,2026-06-12,18:47:01,2887,台新新光金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,30.2,30.2,0.0,0.0,0,0,0,0,50.0,30.0,44.9,75.2,40.3,55.1,29.75,29.30,30.80,30.74,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2885,2026-06-12,18:47:01,2885,元大金,動能股 / 先看資金,👀 前兆出現,等低吸,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,63.9,63.9,0.0,0.0,0,0,0,0,50.0,30.0,47.5,69.9,44.8,55.1,62.94,62.00,64.41,65.05,2.97,上市成交金額排行,GitHub Actions background v2.15.4,👀 前兆出現
2026-06-12_00878,2026-06-12,18:47:01,00878,國泰永續高股息,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,32.05,32.05,0.0,0.0,0,0,0,0,50.0,30.0,62.2,60.7,11.4,50.3,32.05,31.57,32.46,32.63,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2542,2026-06-12,18:47:01,2542,興富發,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,44.95,44.95,0.0,0.0,0,0,0,0,50.0,30.0,65.0,51.5,0,45.8,44.90,44.23,47.10,45.76,1.6,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_6805,2026-06-12,18:47:01,6805,富世達,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,1825.0,1825.0,0.0,0.0,0,0,0,0,50.0,30.0,46.4,62.2,34.3,49.9,1797.62,1770.66,1855.00,1857.85,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6271,2026-06-12,18:47:01,6271,同欣電,動能股 / 先看資金,🔴 接近漲停 / 不追,不可追,接近漲停/大漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,238.5,238.5,0.0,0.0,0,0,0,0,50.0,30.0,45.2,94.6,100,73.9,237.00,233.44,240.41,242.79,2.12,上市成交金額排行,GitHub Actions background v2.15.4,🔴 接近漲停 / 不追
2026-06-12_2492,2026-06-12,18:47:01,2492,華新科,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,409.0,409.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,46.8,0,44.1,409.00,402.87,457.50,416.36,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_2355,2026-06-12,18:47:01,2355,敬鵬,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,61.6,61.6,0.0,0.0,0,0,0,0,50.0,30.0,55.1,74.8,39.5,58.4,61.40,60.48,64.40,62.71,1.82,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_5269,2026-06-12,18:47:01,5269,祥碩,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,1375.0,1375.0,0.0,0.0,0,0,0,0,50.0,30.0,58.2,58.5,27.0,51.3,1360.00,1339.60,1395.00,1399.75,2.57,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_3044,2026-06-12,18:47:01,3044,健鼎,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,497.0,497.0,0.0,0.0,0,0,0,0,50.0,30.0,59.6,65.8,21.5,53.2,494.50,487.08,509.00,505.95,2.0,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_6789,2026-06-12,18:47:01,6789,采鈺,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,481.5,481.5,0.0,0.0,0,0,0,0,50.0,30.0,43.4,78.3,46.6,56.9,474.28,467.17,490.50,490.17,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2618,2026-06-12,18:47:01,2618,長榮航,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,38.7,38.7,0.0,0.0,0,0,0,0,50.0,30.0,49.7,65.6,21.2,49.6,38.12,37.55,39.40,39.40,2.97,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_3583,2026-06-12,18:47:01,3583,辛耘,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,803.0,803.0,0.0,0.0,0,0,0,0,50.0,30.0,62.0,51.1,12.2,47.0,803.00,790.96,831.00,817.45,1.5,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_9910,2026-06-12,18:47:01,9910,豐泰,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,91.9,91.9,0.0,0.0,0,0,0,0,50.0,30.0,65.0,34.0,0,39.6,91.80,90.42,98.50,93.55,1.61,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_6830,2026-06-12,18:47:01,6830,汎銓,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,弱勢/回撤,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,497.0,497.0,0.0,0.0,0,0,0,0,50.0,30.0,65.0,41.0,0,42.1,495.50,488.07,545.00,505.95,1.8,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
2026-06-12_2884,2026-06-12,18:47:01,2884,玉山金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,34.35,34.35,0.0,0.0,0,0,0,0,50.0,30.0,62.0,60.9,11.8,50.4,33.95,33.44,34.70,34.97,2.65,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2890,2026-06-12,18:47:01,2890,永豐金,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,34.15,34.15,0.0,0.0,0,0,0,0,50.0,30.0,49.6,65.8,21.7,49.7,33.64,33.14,34.95,34.76,2.96,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2464,2026-06-12,18:47:01,2464,盟立,動能股 / 先看資金,⚪ 候選 / 觀察,觀察,有效/上漲,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,149.0,149.0,0.0,0.0,0,0,0,0,50.0,30.0,45.1,74.7,39.4,54.8,146.76,144.56,153.00,151.68,2.98,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_006208,2026-06-12,18:47:01,006208,富邦台50,ETF / 市場動能,⚪ 候選 / 觀察,觀察,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,236.1,236.1,0.0,0.0,0,0,0,0,50.0,30.0,60.6,63.8,17.7,52.1,235.60,232.07,238.95,240.35,1.71,上市成交金額排行,GitHub Actions background v2.15.4,⚪ 候選 / 觀察
2026-06-12_2474,2026-06-12,18:47:01,2474,可成,動能股 / 先看資金,⏳ 到價等確認,嚴格小量等待確認,追蹤中,盤中背景暫估,背景追蹤中,2026-06-12 18:47:01,205.5,205.5,0.0,0.0,0,0,0,0,50.0,30.0,65.0,55,0,47.0,205.00,201.93,211.50,209.20,1.74,上市成交金額排行,GitHub Actions background v2.15.4,⏳ 到價等確認
